datetime_local,azimuth_deg,elevation_deg,pitch_deg,roll_deg
2025-08-09 00:00:00-05:00,163.04937219942303,-73.70746825972407,,
2025-08-09 00:02:00-05:00,164.69817137457358,-73.8467582670686,,
2025-08-09 00:04:00-05:00,166.3746059063751,-73.97205455837303,,
2025-08-09 00:06:00-05:00,168.07630069819822,-74.08302639642508,,
2025-08-09 00:08:00-05:00,169.80062700624455,-74.17937210635921,,
2025-08-09 00:10:00-05:00,171.54471884197267,-74.26082287200234,,
2025-08-09 00:12:00-05:00,173.30549515519124,-74.32714627411812,,
2025-08-09 00:14:00-05:00,175.07968756841626,-74.37814947067048,,
2025-08-09 00:16:00-05:00,176.86387318234074,-74.41368191941334,,
2025-08-09 00:18:00-05:00,178.65451172542805,-74.43363755783062,,
2025-08-09 00:20:00-05:00,180.44798609934034,-74.4379563674184,,
2025-08-09 00:22:00-05:00,182.24064519151744,-74.42662526939671,,
2025-08-09 00:24:00-05:00,184.02884770221803,-74.39967832008992,,
2025-08-09 00:26:00-05:00,185.8090056788227,-74.35719620118033,,
2025-08-09 00:28:00-05:00,187.57762646390853,-74.29930501987539,,
2025-08-09 00:30:00-05:00,189.33135185328874,-74.22617446221625,,
2025-08-09 00:32:00-05:00,191.06699340936896,-74.13801536097071,,
2025-08-09 00:34:00-05:00,192.78156307553468,-74.03507675686299,,
2025-08-09 00:36:00-05:00,194.47229847527313,-73.91764254715278,,
2025-08-09 00:38:00-05:00,196.1366825251726,-73.78602781877868,,
2025-08-09 00:40:00-05:00,197.77245724464444,-73.64057497051411,,
2025-08-09 00:42:00-05:00,199.37763187263076,-73.48164972385351,,
2025-08-09 00:44:00-05:00,200.95048560264988,-73.30963711730814,,
2025-08-09 00:46:00-05:00,202.48956540652975,-73.12493756850085,,
2025-08-09 00:48:00-05:00,203.99367953912994,-72.92796307931187,,
2025-08-09 00:50:00-05:00,205.46188738206934,-72.71913364214504,,
2025-08-09 00:52:00-05:00,206.89348632466934,-72.4988738960435,,
2025-08-09 00:54:00-05:00,208.2879963725477,-72.2676100656324,,
2025-08-09 00:56:00-05:00,209.64514314377413,-72.0257672043843,,
2025-08-09 00:58:00-05:00,210.964839856379,-71.77376675173645,,
2025-08-09 01:00:00-05:00,212.24716884783436,-71.5120244062702,,
2025-08-09 01:02:00-05:00,213.49236308086458,-71.24094830548529,,
2025-08-09 01:04:00-05:00,214.70078801965226,-70.96093750030542,,
2025-08-09 01:06:00-05:00,215.87292417721528,-70.6723807056132,,
2025-08-09 01:08:00-05:00,217.0093505616821,-70.37565530506865,,
2025-08-09 01:10:00-05:00,218.11072918888146,-70.07112658845708,,
2025-08-09 01:12:00-05:00,219.1777907610966,-69.75914719553987,,
2025-08-09 01:14:00-05:00,220.2113215730525,-69.44005674384724,,
2025-08-09 01:16:00-05:00,221.21215165996392,-69.11418161638505,,
2025-08-09 01:18:00-05:00,222.1811441729987,-68.78183488721191,,
2025-08-09 01:20:00-05:00,223.1191859406207,-68.44331636358501,,
2025-08-09 01:22:00-05:00,224.02717916250867,-68.09891272688125,,
2025-08-09 01:24:00-05:00,224.90603416024624,-67.74889775329552,,
2025-08-09 01:26:00-05:00,225.75666311142504,-67.39353260014735,,
2025-08-09 01:28:00-05:00,226.57997468382626,-67.03306614361972,,
2025-08-09 01:30:00-05:00,227.37686948762453,-66.66773535613584,,
2025-08-09 01:32:00-05:00,228.14823626258422,-66.29776571258245,,
2025-08-09 01:34:00-05:00,228.89494872618926,-65.92337161765158,,
2025-08-09 01:36:00-05:00,229.6178630026438,-65.54475684526778,,
2025-08-09 01:38:00-05:00,230.31781556764815,-65.16211498493556,,
2025-08-09 01:40:00-05:00,230.99562164336461,-64.775629889387,,
2025-08-09 01:42:00-05:00,231.65207398349955,-64.38547611891141,,
2025-08-09 01:44:00-05:00,232.28794199949306,-63.991819379912215,,
2025-08-09 01:46:00-05:00,232.90397117435265,-63.59481695359321,,
2025-08-09 01:48:00-05:00,233.500882725498,-63.1946181136407,,
2025-08-09 01:50:00-05:00,234.07937347694,-62.79136453087841,,
2025-08-09 01:52:00-05:00,234.64011590772233,-62.38519066383688,,
2025-08-09 01:54:00-05:00,235.1837583454995,-61.97622413406498,,
2025-08-09 01:56:00-05:00,235.71092528346963,-61.56458608656749,,
2025-08-09 01:58:00-05:00,236.2222177928119,-61.1503915339203,,
2025-08-09 02:00:00-05:00,236.71821401517974,-60.73374968489901,,
2025-08-09 02:02:00-05:00,237.1994697171569,-60.31476425743975,,
2025-08-09 02:04:00-05:00,237.66651889094507,-59.89353377590706,,
2025-08-09 02:06:00-05:00,238.11987439284945,-59.470151853808574,,
2025-08-09 02:08:00-05:00,238.56002860400525,-59.04470746133407,,
2025-08-09 02:10:00-05:00,238.98745410828795,-58.61728517897842,,
2025-08-09 02:12:00-05:00,239.4026043785309,-58.18796543747379,,
2025-08-09 02:14:00-05:00,239.8059144652599,-57.75682474466029,,
2025-08-09 02:16:00-05:00,240.19780168145587,-57.32393589961205,,
2025-08-09 02:18:00-05:00,240.57866628268292,-56.88936819525654,,
2025-08-09 02:20:00-05:00,240.94889213436306,-56.453187609160466,,
2025-08-09 02:22:00-05:00,241.30884736710084,-56.01545698373815,,
2025-08-09 02:24:00-05:00,241.65888501639142,-55.576236196152706,,
2025-08-09 02:26:00-05:00,241.99934364557635,-55.13558231855325,,
2025-08-09 02:28:00-05:00,242.33054794938545,-54.69354976892686,,
2025-08-09 02:30:00-05:00,242.65280934062213,-54.25019045366906,,
2025-08-09 02:32:00-05:00,242.96642651481739,-53.80555390156965,,
2025-08-09 02:34:00-05:00,243.2716859959354,-53.359687390271944,,
2025-08-09 02:36:00-05:00,243.56886266183724,-52.91263606544723,,
2025-08-09 02:38:00-05:00,243.8582202484593,-52.46444305294165,,
2025-08-09 02:40:00-05:00,244.1400118361547,-52.01514956481668,,
2025-08-09 02:42:00-05:00,244.4144803140831,-51.564794998963634,,
2025-08-09 02:44:00-05:00,244.6818588263597,-51.11341703318578,,
2025-08-09 02:46:00-05:00,244.94237119903804,-50.66105171386843,,
2025-08-09 02:48:00-05:00,245.19623234890048,-50.20773353962986,,
2025-08-09 02:50:00-05:00,245.44364867332803,-49.753495540073885,,
2025-08-09 02:52:00-05:00,245.6848184249472,-49.29836935037778,,
2025-08-09 02:54:00-05:00,245.9199320674925,-48.842385281386015,,
