datetime_local,azimuth_deg,elevation_deg,roll_deg,pitch_deg
2025-08-10 14:40:00-05:00,66.64599713533018,47.722986179899024,39.85206551339307,-15.466321512184496
2025-08-10 14:50:00-05:00,65.47804492451019,50.009017967637874,37.349815787979594,-15.469997698785473
2025-08-10 15:00:00-05:00,64.15116388781173,52.27251623454034,34.847498388315124,-15.473354773741606
2025-08-10 15:10:00-05:00,62.63767611032952,54.50905845709473,32.345117255544764,-15.476382406330114
2025-08-10 15:20:00-05:00,60.903571492454674,56.71310308377839,29.842676459964544,-15.47907089364864
2025-08-10 15:30:00-05:00,58.90693038016923,58.877640682675064,27.340180192836073,-15.481411178723887
2025-08-10 15:40:00-05:00,56.59603706376451,60.99372436516741,24.83763275809235,-15.483394868766728
2025-08-10 15:50:00-05:00,53.90726773888035,63.049840325304714,22.335038563580465,-15.48501425077316
2025-08-10 16:00:00-05:00,50.76304941290397,65.03107541227732,19.832402112140823,-15.486262306508417
2025-08-10 16:10:00-05:00,47.07063486362031,66.9180490965732,17.32972799243331,-15.487132726024601
2025-08-10 16:20:00-05:00,42.72329547690583,68.68562590775086,14.8270208695484,-15.487619919805313
2025-08-10 16:30:00-05:00,37.60695651765295,70.3015583459161,12.324285475429322,-15.48771902953784
2025-08-10 16:40:00-05:00,31.617082968121167,71.7255010635792,9.821526599126015,-15.487425937470187
2025-08-10 16:50:00-05:00,24.691259362983374,72.90933378479968,7.318749076924448,-15.486737274480484
2025-08-10 17:00:00-05:00,16.858278078269308,73.80027671317364,4.815957782265325,-15.485650426021348
2025-08-10 17:10:00-05:00,8.28934636363843,74.34819168681915,2.3131576157548284,-15.48416353798007
2025-08-10 17:20:00-05:00,359.31536823146007,74.51659141529232,-0.1896465050783449,-15.482275519701027
2025-08-10 17:30:00-05:00,350.3733522256518,74.29325065940222,-2.692449655974386,-15.479986046228245
2025-08-10 17:40:00-05:00,341.8914386857416,73.69425882234948,-5.195246916169461,-15.477295558922817
2025-08-10 17:50:00-05:00,334.17943732701934,72.75873674137173,-7.698033378612034,-15.474205264617027
2025-08-10 18:00:00-05:00,327.3861844760923,71.53779584846929,-10.200804160143484,-15.470717133284595
